row_id+o6g3a1:r6,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub-category,product_name,sales,quantity,profit,payment_mode
1971,CA-2020-140242,06-05-2020,11-05-2020,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,94.408,3,0.6408,COD
4127,CA-2020-156769,06-05-2020,09-05-2020,First Class,GZ-14470,Gary Zandusky,Consumer,United States,Arlington,Virginia,South,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,153.66,6,18.0378,Cards
3829,CA-2020-141733,07-05-2020,11-05-2020,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10002019,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,131.64,1,7.4592,Online
3831,CA-2020-141733,07-05-2020,11-05-2020,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,165.444,2,18.4604,COD
5001,CA-2020-159688,07-05-2020,12-05-2020,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,171.99,1,28.7964,Online
9520,US-2020-104451,08-05-2020,12-05-2020,Second Class,MM-18055,Michelle Moray,Consumer,United States,San Francisco,California,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,114.08,4,22.7024,Online
4471,CA-2020-156895,08-05-2020,12-05-2020,Standard Class,DJ-13510,Don Jones,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",141.058,3,-23.7822,Online
1596,CA-2020-149181,08-05-2020,12-05-2020,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Columbus,Ohio,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,157.992,2,-2.0568,Online
9601,CA-2020-107797,08-05-2020,11-05-2020,Second Class,EB-13705,Ed Braxton,Corporate,United States,Mansfield,Texas,Central,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,163.472,8,14.5152,Online
8420,CA-2020-118199,09-05-2020,11-05-2020,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,116.96,4,2.6784,Online
8418,CA-2020-118199,09-05-2020,11-05-2020,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,139.28,3,26.07,Online
8417,CA-2020-118199,09-05-2020,11-05-2020,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",188.92,5,46.225,Online
8282,CA-2020-134810,09-05-2020,10-05-2020,First Class,MC-17605,Matt Connell,Corporate,United States,Jacksonville,North Carolina,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,240.0,3,25.875,COD
8281,CA-2020-134810,09-05-2020,10-05-2020,First Class,MC-17605,Matt Connell,Corporate,United States,Jacksonville,North Carolina,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",134.232,3,22.0158,Cards
4701,CA-2020-140298,11-05-2020,17-05-2020,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,100.416,2,-14.8832,Online
4700,CA-2020-140298,11-05-2020,17-05-2020,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,89.248,2,0.5904,COD
4702,CA-2020-140298,11-05-2020,17-05-2020,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,90.848,2,2.14,Online
4124,CA-2020-133823,11-05-2020,12-05-2020,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",87.032,2,9.4366,Online
4703,CA-2020-140298,11-05-2020,17-05-2020,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,118.996,1,-6.9965,Online
4122,CA-2020-133823,11-05-2020,12-05-2020,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",113.44,6,16.848,Cards
4123,CA-2020-133823,11-05-2020,12-05-2020,Same Day,LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,129.59,3,17.6673,Cards
7316,CA-2020-115322,11-05-2020,16-05-2020,Second Class,ZC-21910,Zuschuss Carroll,Consumer,United States,New York City,New York,East,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,149.92,3,12.7368,Online
3762,CA-2020-104577,12-05-2020,17-05-2020,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Everett,Massachusetts,East,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",133.6,5,42.048,Online
6670,CA-2020-122175,12-05-2020,14-05-2020,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,East,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",137.4,5,34.96,COD
1857,US-2020-158218,12-05-2020,15-05-2020,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,173.92,5,-15.99,COD
5821,CA-2020-117632,12-05-2020,18-05-2020,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,266.62,2,4.7724,Online
5823,CA-2020-117632,12-05-2020,18-05-2020,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",306.48,5,-10.7055,Cards
5804,US-2020-106796,12-05-2020,19-05-2020,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Springfield,Ohio,East,OFF-AR-10003504,Office Supplies,Art,Newell 347,96.272,3,1.1556,COD
6668,CA-2020-122175,12-05-2020,14-05-2020,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,East,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,83.16,2,2.9568,Online
5822,CA-2020-117632,12-05-2020,18-05-2020,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,West,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,101.77,1,2.0979,Cards
6281,CA-2020-152226,12-05-2020,16-05-2020,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Cincinnati,Ohio,East,OFF-LA-10000443,Office Supplies,Labels,Avery 501,90.904,2,1.9926,Cards
6669,CA-2020-122175,12-05-2020,14-05-2020,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,East,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,118.0,2,4.42,Online
5824,CA-2020-117632,12-05-2020,18-05-2020,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,San Francisco,California,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",119.168,4,6.4692,Cards
6667,CA-2020-122175,12-05-2020,14-05-2020,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,East,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",131.85,5,15.426,COD
2599,CA-2020-149048,13-05-2020,17-05-2020,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),88.94,3,7.3206,Online
8622,CA-2020-104318,13-05-2020,18-05-2020,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Franklin,Tennessee,South,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,104.768,2,2.3364,COD
2431,CA-2020-100748,13-05-2020,20-05-2020,Standard Class,RB-19795,Ross Baird,Home Office,United States,San Francisco,California,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,142.48,8,27.4856,Cards
6412,CA-2020-161774,14-05-2020,15-05-2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,100.864,2,26.9024,Online
6462,US-2020-133361,14-05-2020,17-05-2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,111.97,3,18.8937,Online
6463,US-2020-133361,14-05-2020,17-05-2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",298.96,2,23.5764,Online
6459,US-2020-133361,14-05-2020,17-05-2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",83.76,2,1.0904,Online
6546,US-2020-154872,14-05-2020,18-05-2020,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,106.04,2,1.764,Cards
6460,US-2020-133361,14-05-2020,17-05-2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,112.7,5,6.615,Online
814,CA-2020-143686,14-05-2020,14-05-2020,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",98.28,2,6.2152,Cards
6411,CA-2020-161774,14-05-2020,15-05-2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,128.992,1,0.6993,Cards
4162,CA-2020-115546,14-05-2020,18-05-2020,Standard Class,AH-10465,Amy Hunt,Consumer,United States,New York City,New York,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,143.58,2,5.8708,Online
6410,CA-2020-161774,14-05-2020,15-05-2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,152.952,3,16.1838,Online
6547,US-2020-154872,14-05-2020,18-05-2020,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,East,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,149.784,1,7.745,COD
1245,CA-2020-133641,14-05-2020,21-05-2020,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Gulfport,Mississippi,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,130.69,9,23.8581,Online
6461,US-2020-133361,14-05-2020,17-05-2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",135.2,5,9.3,Cards
6409,CA-2020-161774,14-05-2020,15-05-2020,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,133.2,5,5.775,COD
4650,CA-2020-129357,14-05-2020,19-05-2020,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,151.4,5,1.932,COD
6464,US-2020-133361,14-05-2020,17-05-2020,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,171.0,5,37.0,Online
2634,US-2020-110604,15-05-2020,20-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,265.96,1,24.858,Online
959,CA-2020-102414,15-05-2020,18-05-2020,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,West,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",108.552,3,5.6376,COD
5511,US-2020-152569,15-05-2020,20-05-2020,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,86.12,2,3.475,Online
958,CA-2020-102414,15-05-2020,18-05-2020,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,114.752,2,-3.168,COD
957,CA-2020-102414,15-05-2020,18-05-2020,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",117.592,1,2.5893,Online
2632,US-2020-110604,15-05-2020,20-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,141.96,2,17.1828,COD
2633,US-2020-110604,15-05-2020,20-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-CH-10002019,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,152.624,2,4.2624,COD
5510,US-2020-152569,15-05-2020,20-05-2020,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,179.704,2,19.1376,COD
5223,CA-2020-117401,18-05-2020,22-05-2020,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,156.95,5,2.299,COD
4715,CA-2020-121643,18-05-2020,20-05-2020,First Class,AB-10105,Adrian Barton,Consumer,United States,Portland,Oregon,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,364.704,2,38.7792,COD
4188,CA-2020-112536,18-05-2020,23-05-2020,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,Central,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",80.996,1,-3.2934,Cards
4189,CA-2020-112536,18-05-2020,23-05-2020,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,Central,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,89.928,2,0.6696,Cards
4187,CA-2020-112536,18-05-2020,23-05-2020,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",105.874,7,-10.6547,Online
3942,CA-2020-117863,18-05-2020,23-05-2020,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",102.048,1,1.0287,COD
4423,CA-2020-159464,18-05-2020,19-05-2020,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",103.24,2,4.4824,COD
8184,CA-2020-155642,18-05-2020,22-05-2020,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,105.892,1,-0.9933,Online
8183,CA-2020-155642,18-05-2020,22-05-2020,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,146.608,3,-10.1736,COD
3941,CA-2020-117863,18-05-2020,23-05-2020,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",112.56,2,6.2608,Cards
4427,CA-2020-159464,18-05-2020,19-05-2020,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,149.98,2,15.6744,COD
2844,CA-2020-112865,18-05-2020,22-05-2020,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,133.048,3,-0.9012,Online
4425,CA-2020-159464,18-05-2020,19-05-2020,First Class,TB-21355,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,South,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,129.75,5,15.6375,Online
5224,CA-2020-117401,18-05-2020,22-05-2020,Second Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",160.19,7,20.7312,Cards
5939,CA-2020-122077,19-05-2020,25-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,105.992,1,9.5992,Online
628,CA-2020-153787,19-05-2020,23-05-2020,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,139.16,2,28.1764,Cards
6369,US-2020-147998,19-05-2020,24-05-2020,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,San Jose,California,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,172.12,5,49.92,COD
3626,CA-2020-113530,19-05-2020,21-05-2020,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,102.52,2,1.0208,Online
5940,CA-2020-122077,19-05-2020,25-05-2020,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,92.216,4,4.2952,Online
3627,CA-2020-113530,19-05-2020,21-05-2020,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,95.58,1,1.395,Online
6045,CA-2020-145702,19-05-2020,24-05-2020,Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,124.888,7,10.1094,Online
3628,CA-2020-113530,19-05-2020,21-05-2020,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,117.32,1,10.896,COD
9011,CA-2020-127803,19-05-2020,23-05-2020,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Huntsville,Alabama,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,131.16,4,12.8184,COD
5454,US-2020-108700,19-05-2020,23-05-2020,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Rockford,Illinois,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,145.016,6,13.7808,Cards
2859,CA-2020-138975,19-05-2020,23-05-2020,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,179.8,4,4.068,COD
4363,CA-2020-111332,20-05-2020,22-05-2020,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,174.94,3,35.6238,COD
6070,CA-2020-166695,20-05-2020,24-05-2020,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,383.2,1,38.61,COD
4366,CA-2020-111332,20-05-2020,22-05-2020,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,95.41,3,3.4827,COD
6069,CA-2020-166695,20-05-2020,24-05-2020,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,119.98,1,3.3504,COD
9143,US-2020-166688,20-05-2020,26-05-2020,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,110.288,2,3.0044,Cards
4364,CA-2020-111332,20-05-2020,22-05-2020,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,Central,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",137.92,4,8.2944,Cards
6907,CA-2020-149468,20-05-2020,20-05-2020,Same Day,AR-10405,Allen Rosenblatt,Corporate,United States,Trenton,Michigan,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",115.28,2,19.8144,Online
9145,US-2020-166688,20-05-2020,26-05-2020,Standard Class,RD-19480,Rick Duston,Consumer,United States,Las Vegas,Nevada,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,158.9,5,18.821,Cards
990,CA-2020-167899,21-05-2020,26-05-2020,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,94.97,3,5.2113,COD
6467,CA-2020-153080,22-05-2020,25-05-2020,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",113.46,7,25.3302,COD
5542,US-2020-150595,22-05-2020,26-05-2020,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,116.344,3,2.5137,COD
9248,CA-2020-130106,22-05-2020,26-05-2020,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,116.78,1,0.7228,Online
5541,US-2020-150595,22-05-2020,26-05-2020,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",96.592,2,-2.6268,Online
9247,CA-2020-130106,22-05-2020,26-05-2020,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,San Francisco,California,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,102.84,3,2.8536,Online
7245,US-2020-151127,22-05-2020,25-05-2020,First Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,155.56,7,18.8328,Online
4510,CA-2020-167003,23-05-2020,29-05-2020,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Los Angeles,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",220.288,3,-6.4233,Cards
4872,CA-2020-164042,23-05-2020,27-05-2020,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,71.824,2,0.6156,Online
4875,CA-2020-164042,23-05-2020,27-05-2020,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,100.188,1,-1.9602,Online
4874,CA-2020-164042,23-05-2020,27-05-2020,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,161.816,3,-11.5938,Online
8014,CA-2020-120168,25-05-2020,25-05-2020,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,139.0,8,13.2,COD
8015,CA-2020-120168,25-05-2020,25-05-2020,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,103.29,1,1.4805,COD
9128,CA-2020-112473,25-05-2020,01-06-2020,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Houston,Texas,Central,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",113.136,3,-11.2806,Cards
8016,CA-2020-120168,25-05-2020,25-05-2020,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,142.84,3,6.0288,Cards
6671,CA-2020-161088,25-05-2020,29-05-2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Columbus,Georgia,South,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,145.84,2,13.428,COD
9438,CA-2020-107853,26-05-2020,31-05-2020,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Oceanside,California,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,77.96,2,6.2208,Online
7001,CA-2020-123687,26-05-2020,29-05-2020,First Class,KC-16675,Kimberly Carter,Corporate,United States,Louisville,Kentucky,South,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,126.76,2,0.7728,Cards
9067,CA-2020-152968,26-05-2020,30-05-2020,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Harrisonburg,Virginia,South,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",130.08,2,6.924,Online
